date,productId,currency,price
abc,409,JPY,-100
20226821,628,USD,278.48
20220586,541,CNY,336.59
20226316,29,USD,163.66
20228824,969,USD,147.63
,-1,,N/A
,-1,GBP,N/A
20222578,253,JPY,207.43
20224493,273,JPY,102.48
20206939,301,GBP,274.69
,708,GBP,
abc,XYZ,,FREE
20227936,288,EUR,241.56
20222185,141,EUR,22.56
20203528,891,GBP,180.77
20204090,488,CNY,307.55
20218437,134,CNY,149.28
20216184,904,JPY,359.2
20218232,93,CNY,139.86
20211415,303,GBP,76.71
20203042,752,EUR,106.6
20212950,933,GBP,350.11
20204252,580,EUR,479.55
20225882,242,USD,298.64
abc,-1,GBP,429.26
20228091,510,GBP,15.46
20228095,733,USD,284.53
20201908,20,GBP,43.27
20203892,937,CNY,66.24
20217556,19,EUR,92.4
20230057,590,JPY,2.76
20240230,11,CNY,-100
20201654,XYZ,,331.32
20212551,788,GBP,423.75
20240230,152,USD,35.97
20219494,413,GBP,18.99
20225960,513,JPY,119.86
20231177,863,EUR,229.15
20212275,751,GBP,208.74
20213377,497,USD,30.36
20219315,573,GBP,407.9
20228503,262,EUR,363.61
20219572,536,CNY,322.44
20227904,570,EUR,47.83
20223781,769,CNY,498.05
20226513,389,USD,44.47
20217052,804,USD,153.18
20211399,335,EUR,102.72
,,JPY,FREE
20230548,300,CNY,152.69
20222551,932,JPY,277.48
20203023,236,EUR,487.56
20204096,675,GBP,55.39
20212123,433,USD,35.61
20207103,907,EUR,80.19
20209122,443,USD,36.57
abc,999999,USD,
20211888,811,CNY,217.77
20229508,492,CNY,262.15
20211355,846,USD,329.59
20205285,703,USD,349.28
20211899,502,EUR,380.46
20219555,680,GBP,274.82
20219340,885,JPY,393.54
20206501,560,USD,496.74
20227689,687,EUR,444.64
20215458,509,EUR,309.95
20224497,807,EUR,135.1
20203640,124,GBP,355.64
20219687,641,GBP,429.56
20222551,52,CNY,15.87
20202441,142,GBP,113.18
20203053,221,JPY,423.17
20223847,252,USD,150.49
20225987,519,GBP,458.91
20204359,448,USD,119.72
20219357,507,GBP,497.7
20202536,929,GBP,299.94
20225331,320,USD,442.26
20216087,930,CNY,461.53
20200918,788,JPY,312.09
20227341,705,JPY,309.71
20240230,935,EUR,N/A
20220731,707,EUR,220.62
20219690,405,EUR,140.44
20204284,536,USD,489.04
20223311,723,CNY,389.42
20229292,110,EUR,183.58
20221859,475,JPY,429.27
20204072,375,JPY,204.27
20222358,45,JPY,7.67
20209524,190,GBP,53.1
20224084,415,CNY,276.46
20203717,873,CNY,348.93
20222051,916,INVALID,327.13
20227268,939,USD,39.45
20210640,10,JPY,131.93
20212685,999999,JPY,492.39
20229002,752,JPY,88.33
20226199,330,CNY,389.91
20214868,476,CNY,356.93
20230870,932,CNY,133.36
20213508,926,CNY,278.17
20229673,689,EUR,291.79
20229979,912,USD,72.11
20223949,942,JPY,345.06
20219252,522,JPY,170.43
20229766,406,USD,-100
20213157,653,JPY,298.85
20209459,231,EUR,74.63
20229200,932,GBP,444.51
20230116,809,GBP,279.43
20222929,802,EUR,81.65
20221779,143,GBP,107.18
20212172,555,CNY,86.2
20209257,14,EUR,429.44
20224721,574,GBP,481.66
20203381,145,JPY,215.88
20228924,71,JPY,493.51
20219744,241,EUR,4.71
20202500,332,EUR,54.26
20229380,412,GBP,38.48
20217465,565,CNY,53.39
20204349,397,CNY,293.43
20227947,452,GBP,391.45
20224633,213,CNY,451.82
20203975,791,CNY,257.99
20204166,966,USD,333.63
,-1,,442.74
20221225,454,JPY,324.32
20227742,667,CNY,472.65
20230400,495,EUR,416.28
20228976,22,GBP,284.57
20213906,649,GBP,410.47
20208982,758,USD,433.8
20219488,648,CNY,88.34
20209422,85,USD,105.21
20228951,608,USD,62.48
20203882,359,EUR,255.44
20228701,899,EUR,36.74
20217896,882,CNY,42.2
20225711,688,JPY,242.5
20227796,837,USD,440.53
20201718,116,GBP,340.15
20207448,511,JPY,460.13
20202072,301,JPY,443.11
20202705,407,GBP,435.41
20228214,290,GBP,280.93
20216060,744,CNY,272.43
20215083,188,USD,334.64
20206929,75,CNY,237.16
20229269,769,JPY,166.61
20205144,341,JPY,185.04
20223596,740,GBP,85.2
20211839,312,JPY,197.84
20204248,60,EUR,18.31
20208364,XYZ,GBP,N/A
20203943,551,JPY,380.97
20214952,473,USD,182.49
20226076,251,GBP,344.35
20206260,472,CNY,341.38
20219417,163,JPY,437.22
20228792,876,USD,137.41
20202950,260,JPY,74.52
20220399,107,USD,208.74
20217326,948,USD,467.38
20219585,441,GBP,421.83
20219820,903,CNY,27.07
20210932,108,EUR,165.27
20220566,385,JPY,126.84
20208918,11,JPY,324.02
20210145,550,JPY,302.13
20220467,399,EUR,423.77
20226499,437,CNY,167.03
20228691,512,JPY,387.71
20223180,138,GBP,438.02
20210449,530,USD,482.66
20227780,496,GBP,460.52
20230886,660,CNY,148.7
,XYZ,,-100
abc,XYZ,EUR,-100
20227924,613,GBP,479.83
20217757,932,USD,398.09
20223207,69,GBP,240.98
20222409,610,CNY,212.76
20220187,176,JPY,485.02
20218786,325,EUR,453.8
20206161,633,USD,47.45
20213499,836,CNY,498.77
20204261,244,GBP,452.99
20228981,447,GBP,6.02
20215192,251,JPY,408.45
20216280,759,CNY,195.78
20204080,363,EUR,132.74
20211248,155,EUR,307.25
20214744,64,JPY,77.93
20240230,999999,EUR,62.72
20221711,880,EUR,354.83
20200973,581,GBP,270.82
20224374,49,GBP,17.43
20211951,650,USD,249.24
20215219,890,CNY,171.96
20219248,729,EUR,453.06
20206691,555,USD,293.43
20217919,256,GBP,413.36
20211898,420,JPY,140.93
20217393,176,CNY,244.39
20215475,747,EUR,483.35
20229132,725,JPY,152.3
20230348,513,GBP,190.66
20220463,836,CNY,311.49
20206765,676,EUR,284.93
20240230,60,,-100
20213257,672,CNY,244.45
20228444,462,GBP,263.78
20209901,42,EUR,468.11
abc,-1,EUR,FREE
20213856,1000,CNY,363.43
20203308,490,CNY,378.92
20230416,381,EUR,146.8
20220035,999999,GBP,N/A
,XYZ,GBP,FREE
20210609,441,EUR,28.01
20222995,998,JPY,430.01
20202244,562,CNY,339.89
20200924,742,GBP,1.53
20200539,652,GBP,44.77
abc,,USD,N/A
20219558,184,JPY,322.05
20217558,69,JPY,370.84
20223896,65,EUR,485.4
20229610,238,EUR,489.17
20225922,845,USD,283.93
20207119,887,JPY,216.38
20211356,915,JPY,38.88
20203687,482,EUR,77.65
20219872,314,CNY,304.48
20201946,154,USD,96.09
20221065,318,CNY,210.67
20231140,106,GBP,317.0
20222917,37,USD,421.65
20228615,627,JPY,412.85
20207170,718,JPY,243.1
20210389,40,JPY,394.12
20201590,232,EUR,78.2
20214960,52,USD,415.82
20213824,99,USD,273.04
20226128,549,USD,223.1
,XYZ,CNY,-100
20220231,893,JPY,116.85
20223708,371,EUR,244.47
20228633,365,JPY,216.67
20206821,656,CNY,90.17
20209527,288,EUR,383.13
20219713,86,USD,389.61
20210076,618,GBP,441.55
20229598,949,USD,338.32
20230025,660,USD,453.48
20222209,441,USD,16.12
20209740,243,EUR,441.67
20221642,54,GBP,196.24
20215226,284,USD,448.78
20215883,780,JPY,98.18
20225198,411,CNY,90.73
20226363,297,EUR,255.88
20224788,818,USD,209.03
abc,XYZ,,N/A
20205335,95,EUR,288.82
20206837,218,GBP,42.38
20211476,341,USD,334.7
20223921,274,JPY,60.37
20217486,818,USD,419.1
20222333,43,CNY,441.29
20200969,-1,,438.34
20204310,321,CNY,36.78
20206472,955,JPY,411.65
20205912,130,USD,415.95
20211259,XYZ,JPY,N/A
,,INVALID,-100
20212611,285,CNY,495.57
,XYZ,EUR,463.07
20209991,879,USD,442.59
20221431,139,JPY,262.04
20207241,117,EUR,201.87
20217889,515,JPY,127.38
20210045,928,JPY,395.41
20228237,98,EUR,51.88
20212304,545,GBP,363.84
20223337,195,EUR,263.99
20223072,430,JPY,166.79
20209247,905,GBP,382.0
20200567,988,USD,381.15
20210570,201,GBP,81.29
20217766,407,GBP,441.21
20206389,542,JPY,171.4
20223944,652,EUR,6.39
20206781,399,GBP,416.41
20228499,893,JPY,40.94
20208151,1,EUR,72.6
20201386,349,CNY,197.51
20223344,731,GBP,9.18
,,GBP,361.76
20225330,199,JPY,160.14
20209475,959,GBP,495.62
20221129,22,CNY,30.02
20228468,278,JPY,378.92
20209017,477,EUR,242.7
20230225,523,EUR,393.48
20227131,80,EUR,121.98
20207973,207,GBP,251.8
20219497,468,JPY,145.45
20202742,445,GBP,253.32
20224465,652,JPY,419.65
20207094,918,CNY,186.44
20222743,38,GBP,454.6
20222485,545,GBP,146.75
20226890,528,JPY,59.01
20206620,566,JPY,77.44
20200399,828,JPY,232.29
20226868,265,GBP,498.09
20224856,100,CNY,138.04
20206248,100,GBP,431.37
20210885,685,USD,413.44
20228669,55,EUR,430.32
20202292,365,JPY,179.75
20240230,XYZ,EUR,-100
20220425,91,GBP,483.54
20204754,682,GBP,320.41
20215409,852,CNY,392.98
20201513,220,CNY,242.86
20216629,303,USD,347.39
20231135,870,EUR,463.52
20208910,70,JPY,465.81
20207345,773,EUR,36.96
20223376,394,CNY,58.24
20221420,12,GBP,129.69
20201216,495,JPY,419.2
20222017,638,CNY,334.29
20226215,205,GBP,339.59
20202787,89,USD,306.68
,XYZ,USD,
20228657,737,EUR,473.63
20216676,413,EUR,135.34
20214182,987,EUR,431.24
abc,XYZ,GBP,
20205217,571,EUR,432.6
20202635,485,GBP,371.27
20215268,186,CNY,123.23
20213603,724,EUR,483.72
20223503,957,JPY,113.87
20226765,678,JPY,168.52
20219973,642,EUR,94.84
20218357,207,CNY,446.4
20216968,386,GBP,488.09
20209933,454,CNY,370.82
,-1,EUR,-100
20219609,163,EUR,448.31
20215959,599,CNY,117.55
abc,-1,JPY,
20204162,261,GBP,118.75
20212248,795,EUR,165.36
20202609,251,JPY,25.01
20201953,1000,GBP,56.93
20200780,727,GBP,109.55
20201862,682,GBP,139.91
20229195,110,CNY,287.96
20210110,632,GBP,177.82
20228424,916,GBP,12.41
20224197,261,GBP,264.34
20214009,584,CNY,220.32
20227997,368,JPY,171.0
20217933,680,GBP,347.95
20226530,512,CNY,301.54
20213947,342,JPY,138.09
20201891,283,GBP,429.19
,-1,INVALID,-100
20218484,223,CNY,124.22
20227409,547,JPY,394.47
20214780,99,CNY,484.99
20221175,544,USD,357.37
20225805,255,JPY,309.9
20217443,726,GBP,387.41
20204646,763,JPY,272.59
20221580,23,USD,382.16
20227661,516,GBP,31.19
20204711,483,GBP,100.91
20228484,676,EUR,299.32
20201128,660,GBP,84.63
20205063,366,JPY,412.33
abc,76,,
20226203,514,USD,351.27
20224783,384,GBP,441.26
20212178,924,GBP,438.94
abc,999999,INVALID,107.24
20210323,229,USD,24.36
20218556,742,EUR,211.77
20240230,328,INVALID,
20213642,76,JPY,463.13
20206833,315,EUR,93.01
20240230,-1,USD,FREE
20209692,537,GBP,92.59
abc,-1,JPY,FREE
,999999,,N/A
20226856,67,EUR,286.14
20220835,XYZ,USD,N/A
20228038,651,EUR,110.28
20207373,186,JPY,474.93
20229198,67,CNY,207.88
20226009,154,CNY,416.21
20229776,374,JPY,338.19
20216600,249,USD,375.98
20221823,876,USD,106.69
20211836,620,EUR,26.06
20228995,94,USD,310.1
20208147,330,JPY,406.17
20211652,996,JPY,204.67
20214478,361,CNY,371.58
20203992,704,EUR,171.73
20219314,917,USD,83.52
20221041,440,JPY,266.49
20229797,38,EUR,177.92
20225556,855,EUR,372.56
20212110,58,GBP,11.42
20217522,485,EUR,23.42
20213743,369,JPY,207.94
20226409,553,CNY,60.24
20227819,358,GBP,125.63
20204874,117,EUR,91.03
20231009,564,JPY,97.58
20214245,795,JPY,46.75
20215989,430,USD,170.82
20202315,312,JPY,191.95
,632,CNY,N/A
20227403,674,USD,257.89
,999999,,
20224467,145,EUR,180.92
,327,INVALID,-100
20212185,674,USD,417.73
20220632,165,USD,285.72
20240230,,JPY,N/A
20219962,387,JPY,202.94
20216088,587,EUR,367.49
20224305,89,GBP,156.4
20200759,354,JPY,210.54
20202332,419,CNY,451.29
20214048,411,EUR,162.52
20227070,493,GBP,295.1
20214927,129,EUR,98.32
20229512,696,GBP,62.1
20200926,584,JPY,393.11
20214083,843,CNY,108.41
20221990,969,GBP,329.05
20216565,602,GBP,282.77
20201446,771,CNY,452.73
20206487,,JPY,FREE
20228657,127,CNY,286.67
20212813,171,USD,30.8
20217914,728,CNY,232.72
20200779,958,GBP,93.8
20209711,138,EUR,17.02
20217124,527,CNY,104.09
20204154,644,EUR,208.78
20223780,556,USD,494.83
20224857,283,GBP,103.21
20218507,864,EUR,458.98
20226141,805,CNY,39.6
20230803,456,JPY,470.77
20202053,768,USD,107.63
20201506,663,EUR,482.07
20210752,312,CNY,321.41
20226742,576,EUR,159.75
,XYZ,GBP,369.42
20212938,924,GBP,496.58
20217340,201,CNY,205.51
20212912,863,USD,165.15
20224600,871,USD,236.93
20216100,106,EUR,77.34
20204763,,INVALID,FREE
20227349,602,USD,62.58
20213104,34,EUR,156.48
20227651,522,GBP,390.36
20204884,966,GBP,11.65
20223441,123,EUR,406.1
20202748,316,USD,189.3
20219344,877,JPY,319.23
20212383,XYZ,,-100
20214841,647,GBP,303.71
20228058,173,JPY,488.72
,198,JPY,422.56
20220476,500,JPY,138.99
20212504,36,USD,303.15
20203400,56,JPY,12.56
20222643,432,CNY,22.54
20226994,501,EUR,63.28
20228867,814,JPY,434.59
20200177,113,GBP,386.79
20217765,-1,USD,-100
20227440,153,EUR,85.88
20200322,892,GBP,230.72
20221611,463,CNY,290.25
20213869,323,EUR,78.41
20214407,284,EUR,468.37
abc,,INVALID,N/A
abc,999999,JPY,
20208382,775,JPY,472.11
20210637,454,EUR,423.31
20211241,939,GBP,283.91
20213251,333,EUR,107.76
20206817,259,USD,302.31
20213255,446,CNY,420.21
abc,-1,USD,N/A
20231005,185,EUR,240.23
20224295,250,USD,442.76
20226716,953,CNY,N/A
abc,XYZ,JPY,N/A
20227240,306,GBP,449.22
20217881,952,JPY,10.1
20228250,771,CNY,55.66
20223435,514,EUR,56.38
20200922,786,USD,398.96
20227614,743,EUR,18.9
20220487,739,EUR,444.1
20203185,558,CNY,190.78
20228096,830,EUR,158.22
20227346,172,USD,398.27
20221769,156,EUR,438.14
20221899,442,USD,355.19
20205806,415,EUR,324.09
,XYZ,CNY,FREE
20209332,915,USD,180.45
20214113,35,CNY,77.98
20223797,591,USD,328.26
20210919,349,USD,97.58
20206500,695,JPY,98.82
20204883,588,JPY,349.76
20221753,594,JPY,218.57
20218990,861,EUR,210.0
20218214,640,CNY,21.09
20211960,480,JPY,357.06
20203238,197,CNY,360.02
20222757,84,CNY,497.03
20226889,138,JPY,373.36
20219915,697,CNY,256.26
20221855,217,GBP,191.35
abc,-1,EUR,N/A
20222449,574,JPY,401.85
20203226,329,CNY,406.35
,-1,,FREE
20212929,780,EUR,212.67
20240230,,INVALID,FREE
20200479,263,JPY,264.41
20213547,616,JPY,472.61
20220652,228,EUR,125.08
20224281,983,CNY,8.86
20200891,335,USD,40.6
20208861,415,USD,228.93
20204621,276,EUR,245.32
20221785,268,GBP,122.43
20228446,527,JPY,331.54
20222521,854,USD,147.19
20215962,860,CNY,468.92
20207367,649,EUR,49.01
20219836,260,CNY,266.66
20209864,590,GBP,165.51
20208095,394,CNY,236.38
,999999,USD,FREE
20219919,938,CNY,267.08
20228876,646,JPY,48.19
20220382,209,USD,87.65
20214167,84,JPY,352.86
20227831,478,USD,202.1
20209608,364,EUR,480.65
20223155,103,EUR,109.29
20209099,850,CNY,171.02
20217785,972,JPY,217.94
20225562,31,JPY,254.32
20240230,XYZ,EUR,N/A
20217959,280,CNY,218.01
20221855,201,EUR,46.16
20226360,145,USD,60.25
20209101,971,CNY,86.1
20219893,685,CNY,24.29
20211215,661,CNY,290.45
20229563,249,GBP,383.95
20206872,479,JPY,225.45
20201505,747,JPY,283.17
20212591,368,CNY,469.71
20216811,322,JPY,382.85
20206489,25,EUR,149.31
20209185,592,USD,214.7
20215702,146,GBP,360.51
20211548,942,CNY,53.77
20219970,995,USD,4.77
,-1,INVALID,-100
20216860,5,GBP,464.45
20220271,434,CNY,334.21
20202039,446,EUR,253.02
20206471,914,GBP,243.58
20209750,542,JPY,208.1
,678,EUR,N/A
20221372,837,GBP,218.03
20214890,412,JPY,388.46
20216660,810,GBP,88.54
20200668,666,CNY,125.1
20225940,912,USD,248.99
20221844,842,GBP,167.37
20201143,619,JPY,92.42
20205225,642,GBP,62.78
20218762,489,EUR,338.21
20216213,360,CNY,430.53
20224439,159,JPY,231.49
20204040,445,JPY,392.13
20203316,915,GBP,256.07
20205681,109,GBP,393.27
20205821,88,USD,395.99
abc,XYZ,INVALID,FREE
20202746,125,CNY,363.65
,,JPY,FREE
20219521,601,JPY,99.84
20218738,638,USD,449.18
20215625,776,USD,103.11
20212744,725,EUR,453.24
20223903,683,GBP,62.1
20221104,963,GBP,72.96
20210093,222,GBP,333.9
20213584,528,JPY,89.12
,XYZ,,
20219714,912,EUR,366.68
abc,,GBP,N/A
20215175,391,GBP,252.06
,XYZ,USD,FREE
20214537,341,USD,342.91
20223629,378,USD,100.32
20206683,869,CNY,409.78
20201393,348,EUR,47.95
20209182,536,EUR,267.22
20204041,475,CNY,3.45
20212521,573,JPY,402.64
20218744,461,USD,496.4
20200684,327,USD,95.24
20212822,143,JPY,403.86
20206394,210,EUR,339.42
20231097,201,JPY,179.89
abc,498,USD,-100
20220241,85,GBP,336.63
20221660,853,EUR,249.08
20226818,75,EUR,389.79
20215282,807,USD,56.35
20222840,421,JPY,22.85
20206155,297,GBP,267.5
20240230,XYZ,INVALID,FREE
20211377,540,GBP,96.62
20217786,987,JPY,360.03
20209255,872,CNY,245.85
20207081,268,EUR,395.69
20223830,86,CNY,107.82
20200965,332,CNY,480.73
abc,999999,JPY,-100
20230757,167,JPY,157.86
20209481,145,CNY,444.2
20219059,224,CNY,79.54
20222086,214,USD,164.85
,944,JPY,N/A
20217889,946,CNY,288.35
20230056,800,CNY,449.93
20214723,975,CNY,70.17
20204529,835,CNY,322.18
20209206,514,EUR,413.23
20227154,483,GBP,276.29
20202446,967,CNY,468.63
20224292,621,USD,207.0
20215649,147,EUR,291.92
20203558,283,GBP,369.12
20224279,341,JPY,67.29
20220693,356,JPY,333.75
abc,,USD,-100
20228456,100,CNY,487.59
20222975,544,EUR,342.8
20209961,688,USD,318.58
20226193,89,USD,367.18
20230924,168,EUR,278.68
20223941,647,CNY,47.75
20209323,647,USD,22.78
20204557,609,JPY,22.18
20225730,321,JPY,49.39
20222533,765,CNY,208.6
20207058,350,CNY,390.46
20222964,622,USD,37.95
20228022,221,CNY,82.28
20229414,497,USD,258.92
20215161,542,CNY,182.76
20229643,883,EUR,57.47
20225880,423,USD,341.02
20228025,49,USD,235.89
20203495,486,EUR,456.71
20220463,980,CNY,354.43
20203725,543,EUR,498.3
20210774,413,GBP,247.13
20212418,19,USD,351.74
abc,,EUR,N/A
20230948,787,CNY,131.11
20205032,870,USD,96.8
20209528,434,CNY,432.62
abc,403,USD,-100
20202233,58,USD,175.81
20204639,845,JPY,367.57
20203415,413,USD,323.12
20220193,212,CNY,325.92
20204306,190,GBP,321.14
20200414,784,CNY,21.67
20209091,648,USD,195.67
20219060,851,CNY,417.37
20206170,214,EUR,287.26
20216818,478,EUR,278.39
20226282,731,USD,404.89
20217474,311,EUR,384.43
20204236,217,USD,106.13
20225112,548,EUR,390.5
,-1,,
20220396,275,GBP,337.39
20211205,616,CNY,434.07
20221937,180,USD,317.73
20225538,544,USD,362.43
20223123,283,GBP,216.74
20213882,952,CNY,131.24
20221273,287,GBP,452.06
20219307,442,EUR,108.33
20221587,220,USD,467.37
20205598,709,USD,415.81
20211308,560,EUR,30.65
20223208,258,USD,313.72
20200547,664,USD,358.12
20217407,181,CNY,201.57
20212469,947,USD,270.6
20228560,999999,INVALID,117.49
20228940,519,CNY,158.0
20200721,996,GBP,474.2
20202745,391,JPY,493.86
20217583,857,USD,453.66
20201758,4,EUR,458.6
20207882,275,CNY,415.66
20207816,917,JPY,164.34
20230526,661,USD,429.48
20215955,229,JPY,58.25
20228047,935,GBP,189.72
20201377,850,EUR,31.21
20225119,950,USD,20.73
20209730,230,JPY,69.0
20218840,936,EUR,386.99
20223180,941,CNY,331.38
20218407,XYZ,,FREE
20221011,810,JPY,493.69
20222987,634,EUR,6.87
20202446,177,JPY,250.8
20206922,715,JPY,95.63
20209168,968,EUR,114.17
20216194,76,USD,186.81
20203868,14,CNY,62.23
,999999,GBP,FREE
20205392,1,EUR,24.91
20221878,439,EUR,326.21
20214873,431,USD,441.73
20215606,208,GBP,481.55
20211355,758,EUR,477.77
20220594,156,USD,303.34
20208743,938,EUR,359.24
20217040,385,USD,50.43
,-1,INVALID,-100
20227997,911,JPY,453.23
20229555,308,USD,443.83
20213056,318,USD,470.87
20224715,336,USD,193.8
20202919,473,CNY,174.51
20207770,638,USD,300.36
20205411,479,CNY,429.47
,999999,EUR,N/A
20211607,701,EUR,210.97
20202580,576,JPY,354.37
20215213,149,JPY,409.8
20220740,443,JPY,478.65
20213019,35,JPY,70.04
20212907,273,CNY,332.43
20200404,158,JPY,249.46
20200746,539,EUR,431.05
20204478,713,GBP,470.69
20203232,997,GBP,122.65
20213747,117,JPY,354.51
20213393,707,JPY,325.87
20201066,193,EUR,124.45
20203578,869,GBP,418.42
20218111,656,JPY,281.24
20211073,479,JPY,383.35
20207092,151,GBP,483.13
20218221,586,USD,497.27
20206955,642,USD,362.98
20227537,310,EUR,121.33
20227651,527,CNY,209.07
20205607,737,JPY,259.39
20225128,672,JPY,280.15
20227029,741,USD,339.26
20215040,904,JPY,387.48
20216718,874,EUR,158.02
20214834,995,USD,115.6
20222660,645,GBP,152.17
20207659,429,JPY,173.18
20220849,573,USD,282.91
20217458,34,GBP,125.75
20208837,534,JPY,342.58
20207630,61,CNY,324.38
20211747,202,CNY,129.41
20215442,676,CNY,368.27
20220041,,CNY,497.9
20211209,540,CNY,122.93
20200989,393,USD,426.85
20200929,136,GBP,354.78
20230605,557,USD,220.77
20226794,892,CNY,239.33
20230781,624,CNY,106.07
20209398,762,USD,358.59
20202580,675,CNY,215.9
20216577,547,JPY,214.95
20224940,32,GBP,2.97
,717,,
20217855,953,EUR,123.08
20222125,632,EUR,91.17
20201429,26,JPY,213.87
20228166,282,EUR,309.33
20206976,371,GBP,270.41
20201803,103,CNY,39.31
20218390,-1,CNY,
20223523,295,CNY,145.8
20211756,614,GBP,372.01
20240230,XYZ,USD,-100
20215522,689,EUR,430.71
20210549,845,JPY,487.96
20202345,582,USD,205.48
20228686,55,GBP,454.89
20207840,173,EUR,69.21
20220893,128,CNY,186.95
20212098,205,CNY,341.45
20216788,493,EUR,186.4
